Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
481,Ish Smith\smithis01,PG,27,TOT,77,53,29.1,5.2,12.6,.411,0.7,2.2,.329,4.4,10.4,.428,.440,1.6,2.3,.693,0.6,3.4,4.0,6.5,1.1,0.3,2.3,1.7,12.6
482,Ish Smith\smithis01,PG,27,NOP,27,3,22.9,3.6,8.4,.430,0.4,1.2,.303,3.3,7.2,.451,.452,1.2,1.6,.767,0.5,2.9,3.4,5.7,0.9,0.2,1.7,1.4,8.9
483,Ish Smith\smithis01,PG,27,PHI,50,50,32.4,6.0,14.8,.405,0.9,2.7,.336,5.1,12.0,.420,.436,1.8,2.7,.669,0.6,3.7,4.3,7.0,1.3,0.4,2.6,1.9,14.7
484,J.R. Smith\smithjr01,SG,30,CLE,77,77,30.7,4.6,11.0,.415,2.6,6.6,.400,1.9,4.4,.438,.535,0.6,0.9,.634,0.6,2.3,2.8,1.7,1.1,0.3,0.8,2.6,12.4
485,Jason Smith\smithja02,C,29,ORL,76,2,15.5,3.2,6.6,.485,0.1,0.2,.250,3.2,6.4,.493,.489,0.7,0.9,.806,0.7,2.2,2.9,0.8,0.4,0.9,0.8,2.1,7.2
486,Josh Smith\smithjo03,PF,30,TOT,55,7,16.0,2.3,6.3,.364,0.7,2.6,.287,1.6,3.7,.417,.423,0.7,1.2,.552,0.9,2.6,3.5,1.6,0.6,0.9,1.4,2.1,6.0
487,Josh Smith\smithjo03,PF,30,LAC,32,1,14.3,2.2,5.6,.383,0.6,1.8,.310,1.6,3.8,.418,.433,0.8,1.3,.595,1.0,2.9,3.9,1.3,0.6,1.1,1.3,1.9,5.7
488,Josh Smith\smithjo03,PF,30,HOU,23,6,18.3,2.5,7.3,.343,1.0,3.7,.271,1.5,3.7,.417,.411,0.5,1.1,.480,0.8,2.1,2.9,2.1,0.7,0.6,1.6,2.4,6.6
489,Russ Smith\smithru01,PG,24,MEM,15,0,4.4,0.5,1.5,.318,0.1,0.3,.200,0.4,1.1,.353,.341,0.5,0.9,.615,0.1,0.5,0.6,0.7,0.3,0.1,0.5,0.3,1.5
490,Tony Snell\snellto01,SF,24,CHI,64,33,20.3,2.0,5.3,.372,0.9,2.4,.361,1.1,2.9,.380,.454,0.5,0.5,.909,0.3,2.8,3.1,1.0,0.3,0.3,0.8,1.6,5.3
491,Marreese Speights\speigma01,C,28,GSW,72,0,11.6,2.7,6.3,.432,0.3,0.9,.387,2.4,5.5,.439,.458,1.3,1.6,.825,1.1,2.3,3.3,0.8,0.3,0.5,0.9,1.6,7.1
492,Tiago Splitter\splitti01,C,31,ATL,36,2,16.1,2.3,4.3,.523,0.0,0.1,.000,2.3,4.3,.529,.523,1.1,1.3,.813,1.3,2.1,3.3,0.8,0.6,0.3,0.7,2.0,5.6
493,Nik Stauskas\stausni01,SG,22,PHI,73,35,24.8,2.9,7.5,.385,1.5,4.5,.326,1.4,3.0,.473,.483,1.2,1.6,.771,0.3,2.2,2.5,1.9,0.6,0.3,1.3,1.6,8.5
494,Lance Stephenson\stephla01,SF,25,TOT,69,13,19.9,3.3,6.9,.481,0.4,1.1,.385,2.9,5.7,.500,.513,1.3,1.6,.784,0.6,2.7,3.2,1.9,0.6,0.1,1.4,2.0,8.3
495,Lance Stephenson\stephla01,SF,25,LAC,43,10,15.8,1.9,3.9,.494,0.4,1.1,.404,1.5,2.8,.529,.551,0.5,0.7,.700,0.4,2.1,2.5,1.4,0.6,0.1,1.1,1.8,4.7
496,Lance Stephenson\stephla01,SF,25,MEM,26,3,26.6,5.6,11.8,.474,0.4,1.2,.355,5.2,10.7,.487,.492,2.5,3.1,.815,0.8,3.6,4.4,2.8,0.7,0.2,1.8,2.2,14.2
497,Alex Stepheson\stephal01,PF,28,TOT,8,0,9.1,1.1,3.4,.333,0.0,0.0,,1.1,3.4,.333,.333,0.5,1.5,.333,2.4,1.1,3.5,0.3,0.1,0.6,0.0,1.5,2.8
498,Alex Stepheson\stephal01,PF,28,LAC,4,0,3.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.5,.000,0.3,0.3,0.5,0.0,0.0,0.5,0.0,1.0,0.5
499,Alex Stepheson\stephal01,PF,28,MEM,4,0,15.3,2.0,6.5,.308,0.0,0.0,,2.0,6.5,.308,.308,1.0,2.5,.400,4.5,2.0,6.5,0.5,0.3,0.8,0.0,2.0,5.0
500,Jarnell Stokes\stokeja01,C,22,TOT,7,0,2.6,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.1,0.3,.500,0.1,0.4,0.6,0.1,0.1,0.0,0.0,0.1,1.0
501,Jarnell Stokes\stokeja01,C,22,MEM,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Jarnell Stokes\stokeja01,C,22,MIA,5,0,2.8,0.6,1.0,.600,0.0,0.0,,0.6,1.0,.600,.600,0.2,0.4,.500,0.0,0.4,0.4,0.2,0.2,0.0,0.0,0.2,1.4
503,Amar'e Stoudemire\stoudam01,C,33,MIA,52,36,14.7,2.4,4.3,.566,0.0,0.0,,2.4,4.3,.566,.566,1.0,1.3,.746,1.3,3.0,4.3,0.5,0.3,0.8,0.9,1.8,5.8
504,Rodney Stuckey\stuckro01,PG,29,IND,58,1,22.0,3.2,7.6,.413,0.3,1.4,.241,2.8,6.2,.453,.436,2.3,2.7,.829,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9
505,Jared Sullinger\sullija01,PF,23,BOS,81,73,23.6,4.3,10.0,.435,0.4,1.3,.282,4.0,8.7,.458,.453,1.3,2.0,.640,2.4,5.9,8.3,2.3,0.9,0.6,1.3,2.6,10.3
506,Edy Tavares\tavarwa01,C,23,ATL,11,0,6.6,1.0,1.7,.579,0.0,0.0,,1.0,1.7,.579,.579,0.3,0.7,.375,0.6,1.3,1.9,0.3,0.1,0.5,0.5,0.7,2.3
507,Jeff Teague\teaguje01,PG,27,ATL,79,78,28.5,5.5,12.5,.439,1.4,3.5,.400,4.1,9.0,.454,.495,3.3,3.9,.837,0.4,2.3,2.7,5.9,1.2,0.3,2.8,2.1,15.7
508,Mirza Teletovic\teletmi01,PF,30,PHO,79,1,21.3,4.2,9.8,.427,2.3,5.8,.393,1.9,4.0,.476,.544,1.5,2.0,.774,0.7,3.1,3.8,1.1,0.4,0.3,1.1,2.0,12.2
509,Garrett Temple\templga01,SF,29,WAS,80,43,24.4,2.5,6.3,.398,1.1,3.2,.345,1.4,3.1,.453,.486,1.1,1.6,.728,0.5,2.2,2.7,1.8,0.9,0.2,0.8,2.4,7.3
510,Jason Terry\terryja01,SG,38,HOU,72,7,17.5,2.1,5.2,.402,1.3,3.6,.356,0.8,1.6,.504,.525,0.4,0.5,.818,0.2,0.9,1.1,1.4,0.7,0.1,0.7,1.3,5.9
511,Isaiah Thomas\thomais02,PG,26,BOS,82,79,32.2,7.2,16.9,.428,2.0,5.7,.359,5.2,11.2,.462,.488,5.8,6.6,.871,0.6,2.4,3.0,6.2,1.1,0.1,2.7,2.0,22.2
512,Lance Thomas\thomala01,PF,27,NYK,59,5,22.3,2.9,6.5,.442,0.7,1.8,.404,2.1,4.6,.458,.500,1.7,2.0,.857,0.6,1.6,2.2,0.9,0.4,0.1,1.0,1.8,8.2
513,Hollis Thompson\thompho01,SG,24,PHI,77,17,28.0,3.5,8.8,.397,1.9,5.1,.380,1.6,3.7,.420,.507,0.9,1.2,.719,0.7,2.8,3.5,1.3,0.5,0.3,1.0,2.4,9.8
514,Jason Thompson\thompja02,C,29,TOT,47,7,10.0,1.1,2.3,.481,0.1,0.3,.333,1.0,2.0,.505,.505,0.8,1.1,.704,0.7,2.2,2.9,0.6,0.3,0.4,0.3,1.7,3.1
515,Jason Thompson\thompja02,C,29,GSW,28,1,6.4,0.7,1.5,.476,0.0,0.0,,0.7,1.5,.476,.476,0.7,1.1,.625,0.4,1.6,1.9,0.7,0.1,0.3,0.3,1.4,2.1
516,Jason Thompson\thompja02,C,29,TOR,19,6,15.4,1.7,3.5,.485,0.3,0.8,.333,1.4,2.7,.529,.523,0.9,1.2,.818,1.2,3.1,4.2,0.5,0.4,0.6,0.4,2.1,4.6
517,Klay Thompson\thompkl01,SG,25,GSW,80,80,33.3,8.1,17.3,.470,3.5,8.1,.425,4.7,9.2,.510,.569,2.4,2.8,.873,0.4,3.4,3.8,2.1,0.8,0.6,1.7,1.9,22.1
518,Tristan Thompson\thomptr01,PF,24,CLE,82,34,27.7,3.0,5.1,.588,0.0,0.0,,3.0,5.1,.588,.588,1.8,3.0,.616,3.3,5.7,9.0,0.8,0.5,0.6,0.7,2.5,7.8
519,Marcus Thornton\thornma01,SG,28,TOT,61,8,18.2,3.5,8.9,.399,1.5,4.4,.337,2.0,4.5,.460,.482,1.1,1.3,.848,0.6,1.8,2.5,1.4,0.8,0.1,0.8,1.5,9.7
520,Marcus Thornton\thornma01,SG,28,HOU,47,6,18.8,3.7,9.3,.400,1.6,4.6,.338,2.1,4.7,.461,.484,1.1,1.2,.879,0.7,1.8,2.4,1.4,0.7,0.1,0.9,1.6,10.0
521,Marcus Thornton\thornma01,SG,28,WAS,14,2,16.0,3.0,7.6,.393,1.3,3.9,.333,1.7,3.8,.453,.477,1.1,1.5,.762,0.5,2.0,2.5,1.4,0.9,0.1,0.8,1.2,8.4
522,Anthony Tolliver\tollian01,PF,30,DET,72,5,18.6,1.8,4.6,.386,1.4,3.8,.360,0.4,0.8,.500,.533,0.4,0.7,.617,0.5,2.6,3.2,0.7,0.4,0.2,0.4,1.2,5.3
523,Axel Toupane\toupaax01,SF,23,DEN,21,0,14.5,1.2,3.3,.357,0.6,1.9,.325,0.6,1.4,.400,.450,0.6,0.8,.765,0.4,1.1,1.5,0.7,0.3,0.3,0.3,1.9,3.6
524,Karl-Anthony Towns\townska01,C,20,MIN,82,82,32.0,7.6,14.1,.542,0.4,1.1,.341,7.3,13.0,.559,.555,2.7,3.4,.811,2.8,7.7,10.5,2.0,0.7,1.7,2.2,3.0,18.3
525,P.J. Tucker\tuckepj01,SF,30,PHO,82,80,31.0,2.9,7.1,.411,0.8,2.5,.330,2.1,4.6,.455,.469,1.3,1.7,.746,2.0,4.2,6.2,2.2,1.3,0.2,1.4,2.5,8.0
526,Evan Turner\turneev01,SG,27,BOS,81,12,28.0,4.2,9.3,.456,0.2,1.0,.241,4.0,8.3,.482,.469,1.8,2.2,.827,0.6,4.3,4.9,4.4,1.0,0.3,2.1,1.7,10.5
527,Myles Turner\turnemy01,C,19,IND,60,30,22.8,4.4,8.8,.498,0.1,0.2,.214,4.4,8.6,.506,.501,1.5,2.0,.727,1.1,4.4,5.5,0.7,0.4,1.4,1.1,2.6,10.3
528,Beno Udrih\udrihbe01,PG,33,TOT,44,5,16.1,2.0,4.5,.434,0.3,1.0,.341,1.6,3.5,.461,.472,0.4,0.5,.900,0.2,1.5,1.6,2.6,0.3,0.0,1.2,1.2,4.7
529,Beno Udrih\udrihbe01,PG,33,MEM,8,0,15.0,2.5,5.8,.435,0.5,1.4,.364,2.0,4.4,.457,.478,0.4,0.4,1.000,0.3,0.9,1.1,3.3,0.4,0.1,1.4,1.4,5.9
530,Beno Udrih\udrihbe01,PG,33,MIA,36,5,16.3,1.8,4.2,.434,0.3,0.9,.333,1.5,3.3,.462,.470,0.4,0.5,.882,0.2,1.6,1.8,2.5,0.3,0.0,1.2,1.1,4.4
531,Jonas Valanciunas\valanjo01,C,23,TOR,60,59,26.0,5.1,8.9,.565,0.0,0.0,,5.1,8.9,.565,.565,2.7,3.6,.761,3.1,6.1,9.1,0.7,0.4,1.3,1.4,2.6,12.8
532,Anderson Varejao\varejan01,C,33,TOT,53,0,9.4,1.0,2.3,.427,0.0,0.0,.000,1.0,2.3,.431,.427,0.6,0.9,.640,0.7,2.0,2.7,0.7,0.3,0.2,0.4,1.3,2.6
533,Anderson Varejao\varejan01,C,33,CLE,31,0,10.0,1.0,2.5,.421,0.0,0.0,.000,1.0,2.4,.427,.421,0.5,0.7,.762,0.8,2.2,2.9,0.6,0.4,0.2,0.5,1.1,2.6
534,Anderson Varejao\varejan01,C,33,GSW,22,0,8.5,1.0,2.2,.438,0.0,0.0,,1.0,2.2,.438,.438,0.7,1.3,.552,0.6,1.7,2.3,0.7,0.2,0.2,0.3,1.6,2.6
535,Greivis Vasquez\vasqugr01,PG,29,MIL,23,0,20.0,2.0,6.0,.326,0.8,3.2,.247,1.2,2.8,.415,.391,1.0,1.1,.846,0.2,1.8,2.0,4.0,0.4,0.0,1.7,1.8,5.7
536,Rashad Vaughn\vaughra01,SG,19,MIL,70,6,14.3,1.2,3.8,.305,0.6,2.1,.293,0.5,1.7,.319,.385,0.2,0.2,.800,0.2,1.1,1.3,0.6,0.4,0.2,0.4,1.0,3.1
537,Charlie Villanueva\villach01,PF,31,DAL,62,4,10.7,2.0,5.3,.382,0.8,2.8,.273,1.3,2.5,.503,.454,0.4,0.4,.917,0.4,2.1,2.5,0.4,0.3,0.2,0.5,1.1,5.1
538,Noah Vonleh\vonleno01,PF,20,POR,78,56,15.1,1.5,3.6,.421,0.1,0.6,.239,1.4,3.0,.457,.441,0.5,0.7,.745,1.2,2.7,3.9,0.4,0.3,0.3,0.6,1.9,3.6
539,Nikola Vucevic\vucevni01,C,25,ORL,65,60,31.3,8.2,16.1,.510,0.0,0.1,.222,8.2,16.0,.512,.511,1.7,2.3,.753,2.7,6.2,8.9,2.8,0.8,1.1,1.9,2.7,18.2
540,Sasha Vujacic\vujacsa01,SG,31,NYK,61,25,14.9,1.7,4.5,.383,0.9,2.3,.364,0.9,2.2,.403,.477,0.5,0.6,.821,0.4,2.0,2.4,1.4,0.6,0.1,0.7,1.4,4.9
541,Dwyane Wade\wadedw01,SG,34,MIA,74,73,30.5,7.3,16.0,.456,0.1,0.6,.159,7.2,15.4,.468,.459,4.4,5.5,.793,1.1,3.0,4.1,4.6,1.1,0.6,2.7,1.6,19.0
542,Dion Waiters\waitedi01,SG,24,OKC,78,15,27.6,3.6,9.1,.399,1.1,3.1,.358,2.5,6.0,.421,.460,1.4,2.0,.713,0.5,2.1,2.6,2.0,1.0,0.2,1.5,1.8,9.8
543,Kemba Walker\walkeke02,PG,25,CHO,81,81,35.6,7.0,16.4,.427,2.2,6.0,.371,4.8,10.4,.459,.495,4.6,5.4,.847,0.7,3.7,4.4,5.2,1.6,0.5,2.1,1.4,20.9
544,John Wall\walljo01,PG,25,WAS,77,77,36.2,7.4,17.5,.424,1.5,4.3,.351,5.9,13.3,.448,.467,3.5,4.5,.791,0.5,4.4,4.9,10.2,1.9,0.8,4.1,2.1,19.9
545,T.J. Warren\warretj01,SF,22,PHO,47,4,22.8,4.7,9.4,.501,0.6,1.5,.400,4.1,7.9,.520,.533,1.0,1.4,.703,1.2,1.9,3.1,0.9,0.8,0.3,0.7,2.0,11.0
546,C.J. Watson\watsocj01,PG,31,ORL,33,2,19.9,1.4,4.2,.343,0.4,1.5,.292,1.0,2.7,.371,.394,1.0,1.2,.872,0.3,1.7,2.0,2.7,0.6,0.2,0.8,1.5,4.3
547,Briante Weber\weberbr01,PG,23,TOT,7,4,24.1,2.0,5.6,.359,0.0,0.7,.000,2.0,4.9,.412,.359,0.4,0.6,.750,1.1,2.4,3.6,3.0,1.3,0.4,1.3,1.7,4.4
548,Briante Weber\weberbr01,PG,23,MEM,6,4,27.7,2.2,6.3,.342,0.0,0.8,.000,2.2,5.5,.394,.342,0.5,0.7,.750,1.3,2.7,4.0,3.3,1.5,0.5,1.5,1.8,4.8
549,Briante Weber\weberbr01,PG,23,MIA,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
550,Sonny Weems\weemsso01,SG-SF,29,TOT,43,0,11.6,1.0,2.6,.382,0.3,1.0,.366,0.6,1.6,.391,.450,0.2,0.3,.533,0.2,1.1,1.2,1.1,0.2,0.0,1.0,1.1,2.5
551,Sonny Weems\weemsso01,SG,29,PHO,36,0,11.7,1.0,2.5,.393,0.4,0.9,.406,0.6,1.6,.386,.466,0.2,0.4,.538,0.2,1.0,1.1,1.3,0.3,0.0,1.0,1.1,2.5
552,Sonny Weems\weemsso01,SF,29,PHI,7,0,11.1,1.0,3.0,.333,0.3,1.3,.222,0.7,1.7,.417,.381,0.1,0.3,.500,0.1,1.6,1.7,0.3,0.0,0.0,0.6,1.0,2.4
553,David West\westda01,PF,35,SAS,78,19,18.0,3.1,5.7,.545,0.0,0.1,.429,3.1,5.7,.546,.548,0.8,1.0,.788,0.9,3.0,4.0,1.8,0.6,0.7,0.9,1.8,7.1
554,Russell Westbrook\westbru01,PG,27,OKC,80,80,34.4,8.2,18.1,.454,1.3,4.3,.296,6.9,13.8,.503,.489,5.8,7.2,.812,1.8,6.0,7.8,10.4,2.0,0.3,4.3,2.5,23.5
555,Hassan Whiteside\whiteha01,C,26,MIA,73,43,29.1,5.7,9.3,.606,0.0,0.0,,5.7,9.3,.606,.606,2.9,4.5,.650,3.3,8.6,11.8,0.4,0.6,3.7,1.9,2.8,14.2
556,Shayne Whittington\whittsh01,PF,24,IND,7,0,5.9,0.7,1.6,.455,0.0,0.3,.000,0.7,1.3,.556,.455,0.1,0.3,.500,0.7,1.0,1.7,0.4,0.1,0.1,0.7,1.0,1.6
557,Andrew Wiggins\wiggian01,SF,20,MIN,81,81,35.1,7.3,16.0,.459,0.7,2.3,.300,6.6,13.6,.486,.481,5.3,7.0,.761,1.3,2.3,3.6,2.0,1.0,0.6,2.2,2.0,20.7
558,C.J. Wilcox\wilcocj01,SG,25,LAC,23,0,7.3,1.1,2.9,.394,0.4,1.0,.391,0.7,1.9,.395,.462,0.4,0.5,.750,0.0,0.5,0.5,0.4,0.4,0.1,0.1,0.7,3.0
559,Alan Williams\willial03,PF,23,PHO,10,0,6.8,1.0,2.4,.417,0.0,0.0,,1.0,2.4,.417,.417,0.9,1.4,.643,1.4,2.4,3.8,0.5,0.4,0.5,0.6,1.5,2.9
560,Deron Williams\willide01,PG,31,DAL,65,63,32.4,4.9,11.9,.414,1.5,4.3,.344,3.4,7.6,.454,.477,2.8,3.2,.869,0.3,2.6,2.9,5.8,0.9,0.2,2.3,2.4,14.1
561,Derrick Williams\willide02,SF,24,NYK,80,9,17.9,3.2,7.1,.450,0.6,1.9,.293,2.6,5.2,.506,.488,2.4,3.2,.758,0.6,3.1,3.7,0.9,0.4,0.1,0.8,0.9,9.3
562,Elliot Williams\williel01,PG,26,MEM,5,0,9.0,0.4,2.0,.200,0.2,0.8,.250,0.2,1.2,.167,.250,0.6,0.8,.750,0.2,0.6,0.8,0.8,0.0,0.0,0.2,0.4,1.6
563,Lou Williams\willilo02,SG,29,LAL,67,35,28.5,4.2,10.3,.408,1.6,4.8,.344,2.6,5.6,.464,.488,5.3,6.3,.830,0.5,2.1,2.5,2.5,0.9,0.3,1.6,1.6,15.3
564,Marvin Williams\willima02,PF,29,CHO,81,81,28.9,4.2,9.2,.452,1.9,4.7,.402,2.3,4.6,.504,.554,1.5,1.8,.833,1.6,4.9,6.4,1.4,0.7,1.0,0.8,1.6,11.7
565,Mo Williams\willima01,PG,33,CLE,41,14,18.2,3.2,7.4,.437,0.9,2.5,.353,2.3,4.9,.480,.497,0.9,1.0,.905,0.1,1.6,1.8,2.4,0.3,0.1,1.4,1.5,8.2
566,Justise Winslow\winslju01,SF,19,MIA,78,8,28.6,2.5,5.9,.422,0.4,1.5,.276,2.1,4.4,.471,.457,1.0,1.5,.684,1.0,4.1,5.2,1.5,0.9,0.3,1.2,2.4,6.4
567,Jeff Withey\witheje01,C,25,UTA,51,10,12.9,1.7,3.2,.537,0.0,0.0,.000,1.7,3.1,.544,.537,0.8,1.2,.729,1.1,2.3,3.4,0.4,0.4,1.0,0.5,1.5,4.3
568,Christian Wood\woodch01,PF,20,PHI,17,0,8.5,1.3,3.1,.415,0.2,0.6,.364,1.1,2.5,.429,.453,0.8,1.2,.619,0.8,1.5,2.2,0.2,0.3,0.4,0.1,0.6,3.6
569,Metta World Peace\artesro01,SF,36,LAL,35,5,16.9,1.6,5.1,.311,0.7,2.4,.310,0.8,2.7,.312,.384,1.1,1.6,.702,0.5,2.0,2.5,0.8,0.6,0.3,0.4,1.9,5.0
570,Brandan Wright\wrighbr03,PF,28,MEM,12,2,17.7,2.9,4.3,.673,0.0,0.0,,2.9,4.3,.673,.673,1.1,2.0,.542,1.2,2.4,3.6,0.5,0.4,1.3,0.8,1.8,6.9
571,Delon Wright\wrighde01,PG,23,TOR,27,1,8.5,1.3,3.0,.450,0.2,0.5,.385,1.1,2.5,.463,.481,1.0,1.3,.743,0.3,1.1,1.4,1.1,0.3,0.1,0.6,0.3,3.8
572,Tony Wroten\wroteto01,PG,22,PHI,8,3,18.0,2.8,8.1,.338,0.4,2.1,.176,2.4,6.0,.396,.362,2.5,4.6,.541,0.3,2.4,2.6,2.5,0.4,0.0,3.6,1.4,8.4
573,James Young\youngja01,SG,20,BOS,29,0,6.9,0.4,1.2,.306,0.2,0.9,.231,0.2,0.3,.500,.389,0.0,0.1,.250,0.1,0.8,0.9,0.3,0.2,0.0,0.2,0.6,1.0
574,Joe Young\youngjo01,PG,23,IND,41,0,9.4,1.5,4.1,.367,0.2,1.1,.217,1.3,3.0,.423,.396,0.5,0.6,.800,0.1,1.1,1.2,1.6,0.4,0.0,0.8,0.7,3.8
575,Nick Young\youngni01,SG,30,LAL,54,2,19.1,2.3,6.9,.339,1.4,4.4,.325,0.9,2.5,.363,.442,1.2,1.4,.829,0.3,1.5,1.8,0.6,0.4,0.1,0.6,0.9,7.3
576,Thaddeus Young\youngth01,PF,27,BRK,73,73,33.0,6.8,13.2,.514,0.1,0.4,.233,6.7,12.8,.523,.518,1.4,2.2,.644,2.4,6.6,9.0,1.8,1.5,0.5,1.9,2.5,15.1
577,Cody Zeller\zelleco01,C,23,CHO,73,60,24.3,3.2,6.0,.529,0.0,0.1,.100,3.2,5.8,.539,.530,2.4,3.2,.754,1.9,4.3,6.2,1.0,0.8,0.9,0.9,2.8,8.7
578,Tyler Zeller\zellety01,C,26,BOS,60,3,11.8,2.3,4.8,.476,0.0,0.0,,2.3,4.8,.476,.476,1.5,1.8,.815,1.0,1.9,3.0,0.5,0.2,0.4,0.8,1.6,6.1